season,player_id,person_id,career_id,name,bats,throws,position,height_in,weight_lb,dob,hometown,status,jersey,team_slug
2024,wjt3fkeynbtb4l66,wjt3fkeynbtb4l66,career:f5d3f1ca14512a19,LJ Diaz,R,L,LHP,78,240,1993-09-15,"Santo Domingo, Dominican Republic",Inactive,87,ogdenraptors
2024,d8kutj6ov7hqoby9,d8kutj6ov7hqoby9,career:c4ffc69a69b3a035,Nick Adgar,R,R,OF,73,230,1996-11-14,"Oakland, CA",Inactive,89,ogdenraptors
2024,1pthon1k9zqc9m9o,1pthon1k9zqc9m9o,career:420111a6c5eabb97,Joseph Impeduglia,L,L,OF,70,218,1998-01-22,"Brooklyn, NY",Inactive,93,ogdenraptors
2024,iz7u3s4wbh4ik6de,iz7u3s4wbh4ik6de,career:1359aa2561a3d311,Michael Castillo,L,R,LHP,,,1996-08-04,,Inactive,94,ogdenraptors
2024,02aufu97vsssf9h4,02aufu97vsssf9h4,career:29368e442f1afcf3,Ryan Cloude,R,R,,74,230,2000-03-13,"Fredericksburg, VA",Inactive,96,ogdenraptors
2024,dizcmqk3f9odli2s,dizcmqk3f9odli2s,career:e589f8346cbb7131,Tyler Clark-Chiapparelli,R,R,IF/UTL,73,175,1998-06-25,,Inactive,97,ogdenraptors
2024,rfoxfv22ie09xkal,rfoxfv22ie09xkal,career:836ca9c7e666f225,Carson Angeroth,R,R,RHP,75,220,2000-10-06,"Holiday, Utah",Inactive,98,ogdenraptors
2024,iy30zxtb4z1g77p7,iy30zxtb4z1g77p7,career:fcb1455eae8849e9,Austin Davis,R,R,OF,70,175,,"Orlando, Fl.",Active,1,rockymountainvibes
2024,76aizrc5udr9uub9,76aizrc5udr9uub9,career:f26435a9e6ed63d4,D'Aries Davis,R,R,OF,72,168,1998-12-02,"Birmingham, Alabama",Inactive,1,rockymountainvibes
2024,n6p5gnu612vcqup4,n6p5gnu612vcqup4,career:c05561fd48e28410,Eddie McCabe,R,R,3B,72,190,1999-12-01,"Norwalk, Connecticut",Protected,2,rockymountainvibes
2024,t2mv4v7ymy3pbazx,t2mv4v7ymy3pbazx,career:3978ff1c8d8ef749,Devyn Lopez,R,R,,71,180,2000-05-10,"San Bernardino, Ca.",Inactive,3,rockymountainvibes
2024,5ly56nzdy95vsshh,5ly56nzdy95vsshh,career:8e63fd4f00a6c376,Christian Day,R,R,RHP,74,200,,"Natchez, Mississippi",Active,4,rockymountainvibes
2024,shhbhnpcy8npeuir,shhbhnpcy8npeuir,career:d25c36140399e53a,Josh Day,R,R,SS,74,200,2000-03-25,"Natchez, Mississippi",Active,5,rockymountainvibes
2024,7m761rlu9tjhichv,7m761rlu9tjhichv,career:7bcf436656737201,Austin Chouinard,R,R,C,73,215,,"Chandler, Az.",Active,7,rockymountainvibes
2024,30tedsov09lhqmne,30tedsov09lhqmne,career:cb4f581c1632039f,Steven Rivas,L,L,RF,73,205,,"Rancho Cucamonga, California",Active,8,rockymountainvibes
2024,abgscbvo2kt9cjlg,abgscbvo2kt9cjlg,career:4164ab542fd2421e,Danny Fox,R,R,P,,,2000-05-18,"Beaver Falls, PA",Inactive,10,rockymountainvibes
2024,9ymlta8hz3oy5jfx,9ymlta8hz3oy5jfx,career:347563de5186de25,Derrick Cherry,R,R,RHP,74,195,,"Baytown, Tx.",Active,12,rockymountainvibes
2024,9kytbgh708dot07o,9kytbgh708dot07o,career:1f9d529dba25a0a1,John Solfest,R,R,RHP,73,200,2000-12-26,"Shoreview, Mn.",Inactive,12,rockymountainvibes
2024,2ss8mtgxce053vfs,2ss8mtgxce053vfs,career:11976f2b0ffba4c2,Nick McClanahan,R,R,RHP,74,164,2000-02-19,"Union, Ky.",Inactive,13,rockymountainvibes
2024,rqnj3w3di275voal,rqnj3w3di275voal,career:b56e40f5a92ee821,Kelsey Ward,L,L,LHP,74,215,,"Vero Beach, FL",Active,14,rockymountainvibes
2024,cy881qvm4h7s285g,cy881qvm4h7s285g,career:5f8e6d84a78681ec,Ernie Yake,L,R,SS,70,175,,"Bellingham, Washington",Active,15,rockymountainvibes
2024,w9cdm6dwm16wz1n3,w9cdm6dwm16wz1n3,career:376cc9c01ce7d903,Jaxon O'Neal,L,L,P,74,195,2001-02-01,"Newnan, GA",Active,17,rockymountainvibes
2024,vy93sexo9sexotb8,vy93sexo9sexotb8,career:9670f5127c24dd65,Mason Minzey,S,R,,74,195,1999-10-04,"Grand Blanc, Mi.",Active,18,rockymountainvibes
2024,xdgeejqknrzq1euf,xdgeejqknrzq1euf,career:4a4d06cc60b8b1e7,Alex Adams,R,R,INF,72,215,,"Wildwood, Mo.",Active,19,rockymountainvibes
2024,gi9twadcf5allnl2,gi9twadcf5allnl2,career:956e641a74fce131,Zach Ottinger,L,R,RHP,72,190,1999-07-19,"Marietta, Georgia",Inactive,19,rockymountainvibes
2024,y357ze1jojazrfw4,y357ze1jojazrfw4,career:d1cdef4b58a2430a,Nick Powers,L,L,LHP,73,200,2001-05-12,"Flushing, Michigan",Active,20,rockymountainvibes
2024,bntktwjx4mi08z07,bntktwjx4mi08z07,career:3dab299768fadad3,Myles Martinez,L,L,,76,234,2003-10-02,"Columbus, OH",Inactive,21,rockymountainvibes
2024,oe55rwi8w4ejzqoc,oe55rwi8w4ejzqoc,career:95d3fbf691e3bc77,Casey Minchey,L,L,LHP,76,220,1999-12-07,"Bethany, Oklahoma",Inactive,21,rockymountainvibes
2024,hbhc09hpwq9aygz6,hbhc09hpwq9aygz6,career:2ddc82fcc6098570,Carter Mize,L,L,,74,205,1998-05-24,"Dardenne Plaines, Mo.",Inactive,21,rockymountainvibes
2024,64jupfnflxkm8fzp,64jupfnflxkm8fzp,career:65019fe518838f68,Wyatt Tucker,,,RHP,,,2002-03-09,"Nacogdoches, TX",Active,22,rockymountainvibes
2024,gfbrir339s062ucq,gfbrir339s062ucq,career:b2fc60c0fd806105,Carlos Lomeli,R,R,RHP,74,195,,"Bellflower, California",Active,24,rockymountainvibes
2024,rgoeh849h5wdcts2,rgoeh849h5wdcts2,career:b58a343741acc717,Andrew Baker,L,L,LHP,71,175,,"Winter Haven, Fl.",Active,25,rockymountainvibes
2024,thxraw3u7kf1one2,thxraw3u7kf1one2,career:9de25a4e6cb32dc3,Tyler Davis,R,R,C,74,190,2002-08-23,"Fresno, Ca.",Inactive,25,rockymountainvibes
2024,v9m37i45qurrw1b0,v9m37i45qurrw1b0,career:08b726ef1103dee7,Diego Jordan,R,R,RHP,76,200,,"Chandler, AZ.",Inactive,25,rockymountainvibes
2024,vtk0te4h2dh41j7c,vtk0te4h2dh41j7c,career:623bb28b023d8b3a,Kurtis Byrne,R,R,UTL,72,225,2000-10-23,St. Louis,Active,26,rockymountainvibes
2024,kyn67o1oaicyk10y,kyn67o1oaicyk10y,career:d8d6a9d037fb23df,Erik Johnson,L,L,LHP,78,210,2000-09-26,"Rush, N.Y.",Inactive,26,rockymountainvibes
2024,z94ygtmtudbi3jmw,z94ygtmtudbi3jmw,career:5c6e34c624098bdc,Pu'Ukani De Sa,L,R,,72,185,,"Hilo, Hi",Inactive,27,rockymountainvibes
2024,6kas2qg0iql0d4gi,6kas2qg0iql0d4gi,career:7de96fe68593dd3b,Trevor Halsema,R,R,OF,73,218,,"San Diego, Ca.",Active,27,rockymountainvibes
2024,o4l4r0v7yqt4n4i8,o4l4r0v7yqt4n4i8,career:2bb0b157f9df2710,Dane Tofteland,R,R,1B,76,230,,"Grande Prairie, Alberta",Active,28,rockymountainvibes
2024,p6cs9b5uchau2knt,p6cs9b5uchau2knt,career:a5035bcf4e31ce68,Caden Kratz,R,R,RHP,,,1999-09-13,"Mason City, IA.",Active,29,rockymountainvibes
2024,pg7fljjqqli4bu6g,pg7fljjqqli4bu6g,career:d3250a3b9d200e22,P.J. Labriola,L,L,LHP,79,223,2000-11-13,"Bradenton, FL.",Inactive,30,rockymountainvibes
2024,lnno72sc8nb8f1v7,lnno72sc8nb8f1v7,career:9a8adb215777f768,Glenn Miller,R,R,,72,185,,,Active,30,rockymountainvibes
2024,fmj75skoznnr1yq5,fmj75skoznnr1yq5,career:1d6c61807d1da6ae,Bryan Krolikowski,R,R,RHP,75,165,,"Massapequa, NY",Active,31,rockymountainvibes
2024,x10w9d90vygtrcha,x10w9d90vygtrcha,career:953be67fe1f324f0,Bryson Spagnuolo,L,L,RHP,71,205,,"Fallbrook, California",Inactive,31,rockymountainvibes
2024,de34psekqj2zs850,de34psekqj2zs850,career:0c6efd4d2b9c4ab6,Daniel Nunan,L,L,LHP,78,215,2000-05-25,"Ocean City, NJ",Active,32,rockymountainvibes
2024,x9kaembdhw73sr4i,x9kaembdhw73sr4i,career:b5d3c0fd56e3f586,Trey Morrill,R,R,RHP,79,225,,"Loma, Colorado",Active,35,rockymountainvibes
2024,la77upoeaq5m502s,la77upoeaq5m502s,career:a4b7b3f35a70ab64,Logan Williams,R,R,C,73,225,1998-10-18,"Honolulu, Hi.",Active,55,rockymountainvibes
2024,cnk9y4z8fokx3bw9,cnk9y4z8fokx3bw9,career:a243cef2ec620436,Billy Hancock,R,R,C,73,190,1999-11-17,"Wahoo, NE",Inactive,77,rockymountainvibes
2024,y9e3vmwzxb1utmfc,y9e3vmwzxb1utmfc,career:9859cbd1164411db,Connor Kelly,R,R,RHP,74,205,1999-12-17,"Cumberland, Maryland",Inactive,78,rockymountainvibes
2024,mo3onzftkylszgt8,mo3onzftkylszgt8,career:20c5e4d3fdad6f63,Brayde Hirai,L,L,LHP,71,180,1999-03-03,"Pasco, Washington",Inactive,79,rockymountainvibes
2024,9kv5rgx0x0uvoq9f,9kv5rgx0x0uvoq9f,career:a0274a1f58170566,Garrett Hill,R,R,RHP,73,200,1999-09-24,"Zionsville, IN.",Inactive,80,rockymountainvibes
2024,fdz2ldtkxkpuyyq0,fdz2ldtkxkpuyyq0,career:e41f3c05fc40d753,Anthony Herron Jr,R,R,OF,74,235,,"Chicago, IL",Inactive,81,rockymountainvibes
2024,tnk0gon7ime53rpo,tnk0gon7ime53rpo,career:1255454373b56f52,Max Pettey,R,R,LHP,75,215,2002-06-11,Rocklin Ca.,Inactive,82,rockymountainvibes
2024,7yfm68ygiyowo9es,7yfm68ygiyowo9es,career:58e9cba5a7a28ab0,Slater Schield,R,R,INF,73,175,2001-12-29,"Franklin, TN.",Inactive,84,rockymountainvibes
2024,7c75gf8utilmhy4i,7c75gf8utilmhy4i,career:98cbfac96db6b1b9,Chris Schoeller,R,R,INF,69,185,1999-09-22,"Davie, Fl.",Inactive,85,rockymountainvibes
2024,yq45otl1yohtcszx,yq45otl1yohtcszx,career:d6d407c3356d6407,Dustin Sprong,R,R,RHP,75,170,2001-05-12,,Inactive,86,rockymountainvibes
2024,pq9u7tdbb1co5619,pq9u7tdbb1co5619,career:c2f95dfe83d0a650,Luke Thompson,R,R,C,69,,,"Queen Creek, Arizona",Inactive,88,rockymountainvibes
2024,iipd9xadu7bxt6om,iipd9xadu7bxt6om,career:cde2c3e8fd2844bc,Sam Thompson,R,R,C,74,200,2000-04-10,"Breman, Georgia",Inactive,89,rockymountainvibes
2024,306z0u78m6815bo2,306z0u78m6815bo2,career:abc472aef7715074,Carlos Lopez,L,L,LHP,72,165,2002-08-31,Valencia,Inactive,94,rockymountainvibes
2024,9emvb4iyjz6ar4rs,9emvb4iyjz6ar4rs,career:bb80f915eb832d99,Kohl Petersen,R,R,RHP,77,210,2001-04-12,"Seattle, Washington",Inactive,94,rockymountainvibes
2024,f32n39cgrq1erwfc,f32n39cgrq1erwfc,career:4b6e55d7c22cdb56,Steyr Brinkley,L,L,LHP,73,205,,"Reno, NV",Inactive,95,rockymountainvibes
2024,v6sxe7pnta3rw7m9,v6sxe7pnta3rw7m9,career:19517a42e357f41b,Mason Sykes,R,R,LF,76,220,2000-06-10,"Elk Grove, Il",Inactive,96,rockymountainvibes
2024,0kx2dx1eqwyzuoxd,0kx2dx1eqwyzuoxd,career:acbf48419bdcd03e,Andrew Vail,L,L,LHP,73,185,2000-08-12,"Washington Township, New Jersey",Inactive,97,rockymountainvibes
2024,lii7g29ouw88vcdy,lii7g29ouw88vcdy,career:ed1ea151ab00e888,Richel Del Rosario,R,R,IF,72,191,,"Santo Domingo,",Inactive,98,rockymountainvibes
2024,94yikbx332v91g2h,94yikbx332v91g2h,career:860bb954db667180,Andrew Washington,L,L,LHP,,,2001-02-10,,Inactive,99,rockymountainvibes
2024,97lso72acauz8s60,97lso72acauz8s60,career:126f4681e371c207,Reed Garland,R,R,RHP,74,185,2001-09-12,"Rock Hill, SC",Active,1,yolohighwheelers
2024,l9qirmp8jaiyoy3y,l9qirmp8jaiyoy3y,career:59be80ac86a9275e,Kirkland Banks,R,R,IF,70,177,1999-06-09,"Lake Charles, LA",Active,2,yolohighwheelers
2024,citq438tac72jzkh,citq438tac72jzkh,career:346055416c4371a3,Braylin Marine,R,R,SS,74,205,2000-09-19,"Freeport, NY",Active,4,yolohighwheelers
2024,irjfs84vgwopll4m,irjfs84vgwopll4m,career:d6676bf72017fa72,Brayland Skinner,L,L,OF,71,185,1999-07-24,"Lake Cormarant, MS",Active,5,yolohighwheelers
2024,aclhjgb9hwrp8zz2,aclhjgb9hwrp8zz2,career:306b84120a9319eb,Brandon McPherson,R,R,RHP,75,225,2000-03-23,"Aurora, IL",Active,6,yolohighwheelers
2024,qr7n0l6f209t85wn,qr7n0l6f209t85wn,career:1d8bf9bece9b2832,Braedon Blackford,L,R,IF,72,200,1998-10-07,"Peoria, IL",Active,7,yolohighwheelers
2024,jbqde3n7stphdtds,jbqde3n7stphdtds,career:d7759fe439f2082d,Travis Holt,R,R,IF,72,185,1999-05-05,"Plantation, FL",Active,9,yolohighwheelers
2024,685tjan8r02ytmpz,685tjan8r02ytmpz,career:bb8f24bfebe75a1f,David Glancy,R,R,OF,71,200,2000-12-14,"Red Bank, NJ",Active,10,yolohighwheelers
2024,vntqpbm45fxcv6x3,vntqpbm45fxcv6x3,career:e2c5770eb9fa6969,Bobby Lada,R,R,IF,72,170,2000-09-11,"Richmond, TX",Active,11,yolohighwheelers
2024,rgrqoozkcljlkgum,rgrqoozkcljlkgum,career:f8bea2175456be28,Edwin DeLaCruz,R,R,C,74,210,2002-12-08,"Queens, NY",Active,14,yolohighwheelers
2024,9kvx7ocfzfybt5x6,9kvx7ocfzfybt5x6,career:02c4e4c7a6caafb6,Ben Ferrer,R,R,RHP,71,195,1999-11-20,"Alpharetta, Ga",Active,15,yolohighwheelers
2024,f35sxesrcqviaxak,f35sxesrcqviaxak,career:2f6ae82e4325eeb4,Jack Zalasky,R,R,RHP,73,200,2000-09-16,"Sacramento, CA",Active,17,yolohighwheelers
2024,q02kfcufg01srt6g,q02kfcufg01srt6g,career:b87139a794c9fbe5,Ed Niemann,R,R,C/IF,74,225,2000-01-18,"Scottsdale, AZ",Inactive,19,yolohighwheelers
2024,c6erpe53l5kznizw,c6erpe53l5kznizw,career:921b881b0ceb496a,Cameron Repetti,R,R,RHP,76,215,2000-12-19,"Irvine, CA",Active,20,yolohighwheelers
2024,0bl4185n21zfeeyp,0bl4185n21zfeeyp,career:0ef95792e4991799,Ethan Bates,L,R,RHP,72,185,2001-11-10,"Hot Springs, AR",Active,21,yolohighwheelers
2024,jtfkkz0l2e76hnxe,jtfkkz0l2e76hnxe,career:f124355b877b5484,Noah Lewis,R,R,RHP,74,190,2001-02-13,"Pleasanton, CA",Inactive,22,yolohighwheelers
2024,31v4cofyvkqsmiua,31v4cofyvkqsmiua,career:d0754b82f8c4b168,Jose Gonzalez,L,L,LF,72,220,2000-08-15,"Spring, TX",Active,23,yolohighwheelers
2024,1v09gdt4aukbvrq0,1v09gdt4aukbvrq0,career:26953b7725e12b1e,Andrew LaCour,L,L,LHP,74,190,2001-12-06,Walnut Creek,Active,24,yolohighwheelers
2024,aevnvvgw1biu2wfj,aevnvvgw1biu2wfj,career:0786dd1c15c056bf,Ty Buckner,R,R,RHP,74,195,1998-10-06,"Rolla, MO",Active,25,yolohighwheelers
2024,wdwdo8axft0d8jnm,wdwdo8axft0d8jnm,career:be843312d0dc40bc,Jonah Jenkins,R,R,RHP,73,205,1999-01-20,"Parker, COlorado",Active,27,yolohighwheelers
2024,duqcslzmv8abe9o9,duqcslzmv8abe9o9,career:c25dacddfae166e6,Jimmy Lewis,R,R,RHP,78,200,2000-11-02,"Austin, TX",Inactive,28,yolohighwheelers
2024,mr4obz2m7om5lnqo,mr4obz2m7om5lnqo,career:334e69cf9f3202ef,Turner Thompson,R,R,RHP,73,212,2002-03-20,"Tampa, FL",Inactive,30,yolohighwheelers
2024,tj7i1g4g1oxwyhxi,tj7i1g4g1oxwyhxi,career:5ded0763afdd63fd,Tanner Smith,L,R,OF,71,195,1999-10-03,"Newport Beach, CA",Active,31,yolohighwheelers
2024,w972be4agm755u5u,w972be4agm755u5u,career:fd0c9637a5f4590b,Kris Anglin,L,L,LHP,71,175,2001-08-09,"Bakersfield, CA",Active,32,yolohighwheelers
2024,twxqcgn4hz6c2j7x,twxqcgn4hz6c2j7x,career:94854aa408937591,Brandon Mitchell,L,L,LHP,74,215,1999-09-01,"Houston, TX",Active,33,yolohighwheelers
2024,ckgd1rkttqbe9lej,ckgd1rkttqbe9lej,career:657a7408e0f7edc0,Connor Langrell,R,R,RHP,76,230,2000-04-25,"Riverview, FL",Active,34,yolohighwheelers
2024,p6spzyk0kapyej3t,p6spzyk0kapyej3t,career:0d4b0b5a07df5c2a,Angel Mendoza,R,R,C,69,190,2000-05-26,"Bellflower, CA",Active,35,yolohighwheelers
2024,uzt2ow2fdbzmwixl,uzt2ow2fdbzmwixl,career:faf6f2d2f1d32224,Dawson Lane,L,L,LHP,77,210,1999-06-16,"Lakeland, FL",Inactive,36,yolohighwheelers
2024,aoy7bglh67ukxqr6,aoy7bglh67ukxqr6,career:af2f104630c689ea,Brendan Knoll,R,R,,72,215,1998-10-26,"Kasson, MN",Active,38,yolohighwheelers
2024,zibfbv60c76ytzg9,zibfbv60c76ytzg9,career:12fa30da5a5f9834,Alejandro Figueredo,R,R,IF,74,260,1999-05-27,"Sucre, Venezuela",Active,44,yolohighwheelers
2024,f7vazpohnqx5upgb,f7vazpohnqx5upgb,career:22d1fbbcafd94233,Jacob Stobart,R,R,LHP,70,185,1998-04-16,"Phoenix, AZ",Inactive,47,yolohighwheelers
2024,j5b42ls5slizz68f,j5b42ls5slizz68f,career:09635db8de1e8b11,Shaun Gamelin,R,R,,69,210,1999-07-01,"West Kingston, RI",Inactive,88,yolohighwheelers
2024,lfqxx87y4w1zbd5g,lfqxx87y4w1zbd5g,career:98b366bb3521703b,Cal McAninch,R,R,,74,200,1999-07-24,"Columbus, OH",Inactive,89,yolohighwheelers
2024,mfx8gn8is375e9k8,mfx8gn8is375e9k8,career:c9a2559bacf1b4ee,Josh Leslie,R,R,,72,190,2000-07-25,"Menomonee Falls, WI",Active,90,yolohighwheelers
2024,ib6ubs2v3mvofln4,ib6ubs2v3mvofln4,career:8e894f8c33a5ddb7,Alex Epp,L,R,IF,74,205,2000-09-03,"Wichita, KS",Inactive,91,yolohighwheelers
2024,jg2k19zr4wc7m0be,jg2k19zr4wc7m0be,career:c0492258de504f01,Sam Kuchinski,R,R,,70,230,1999-07-02,"Powder Springs, GA",Inactive,92,yolohighwheelers
2024,t0h2m7j5pyzeykuu,t0h2m7j5pyzeykuu,career:92708f785d221ea1,Justin Kirby,R,R,OF,71,205,2000-07-28,"Alpharetta, GA",Inactive,94,yolohighwheelers
2024,yvg7ddkww870kp1o,yvg7ddkww870kp1o,career:64a8a2ccc87ce449,Mason Minzey,S,R,C,74,195,1999-10-04,"Grand Blanc, MI",Inactive,95,yolohighwheelers
2024,z6flspliwhj5g7sa,z6flspliwhj5g7sa,career:dc96cba3bf78c6bb,Noah Estrella,R,R,,71,180,2000-03-08,"Tucson, AZ",Inactive,98,yolohighwheelers
2025,z7ztrgtqignsuqk1,z7ztrgtqignsuqk1,career:25dd83c1c9cea4fe,Kyle Micklus,L,R,C,69,190,,"Waller, TX",Active,5,billingsmustangs
2025,lxaj65u2ronrnkwe,lxaj65u2ronrnkwe,career:1a659b07e32eeb1a,John McHenry,S,R,INF,69,200,,"Ridgecrest , CA",Active,6,billingsmustangs
2025,qotgjv4pigiosj7u,qotgjv4pigiosj7u,career:b50da3bbfe6ed90c,Jack O'Dowd,L,R,INF/C,74,210,,"Nashville, TN",Active,9,billingsmustangs
2025,i3dbzyaqan5sgsl2,i3dbzyaqan5sgsl2,career:537214c1be276804,Dylan Morrill,R,R,RHP,70,165,,"Teaneck, NJ",Active,14,billingsmustangs
2025,icg1xpto4xfuntse,icg1xpto4xfuntse,career:76900112aabb8f51,E.J. Johnson,R,R,RHP,76,185,2000-12-26,"Oroville, CA",Active,15,billingsmustangs
2025,4ru19msh0kibaq01,4ru19msh0kibaq01,career:f503f3b5d0c52fbb,Daniel Foster,L,L,LHP,77,205,,"Rockledge, FL",Active,16,billingsmustangs
2025,l3p0b682410zd2hi,l3p0b682410zd2hi,career:a3477f9968bf1687,Chase Hanson,L,R,OF,76,190,,"Huntington Beach, CA",Active,17,billingsmustangs
2025,caimjhiwcw14comg,caimjhiwcw14comg,career:7dea2d182984f815,Sam Schmitt,L,L,LHP,73,190,,"Traverse City, MI",Active,18,billingsmustangs
2025,4zedcjcufjktorpo,4zedcjcufjktorpo,career:bfb111484361ae2f,Cole Calnon,R,R,RHP,70,180,,"Sonomish, WA",Active,19,billingsmustangs
2025,55tifsir6809w3ea,55tifsir6809w3ea,career:57c690db055f3719,A.J. Shaver,R,R,OF,73,215,,"Clermont, Florida",Active,22,billingsmustangs
2025,7izb6w2jllnrplie,7izb6w2jllnrplie,career:800dac7d1e7e7914,Cameron Bowen,R,R,INF,69,185,,"Willamsburg, Kentucky",Active,23,billingsmustangs
2025,bisygrc5kzdjr5em,bisygrc5kzdjr5em,career:17c1a91a7558f0be,Jacob Kline,R,R,INF,75,195,,"Akron, OH",Active,24,billingsmustangs
2025,7hb6jxslk4rwx0mi,7hb6jxslk4rwx0mi,career:111f1a863139d3be,Hudson Boncal,R,R,RHP,75,205,,"Corona, CA",Active,28,billingsmustangs
2025,wj4bqdxoeni8hr3p,wj4bqdxoeni8hr3p,career:5f86101462428e51,Jack Maruskin,R,R,RHP,73,200,,"Fredrick, MD",Active,30,billingsmustangs
2025,5z6epwxxosy45sxt,5z6epwxxosy45sxt,career:9a0c24d5d8615e1e,Xavier Casserilla,R,R,IF,72,205,,"Alvord, TX",Active,34,billingsmustangs
2025,k8brv7t2svhcf9li,k8brv7t2svhcf9li,career:fa6f36f5aa2f976d,Ritter Steinmann,R,R,RHP,75,190,,"Salina, KS",Active,35,billingsmustangs
2025,48vvb532yjdcnvi6,48vvb532yjdcnvi6,career:489ace238159f8b4,Justin Fuson,R,R,RHP,72,195,2000-06-07,"Fresno, CA",Active,36,billingsmustangs
2025,awhm18x501qzbv11,awhm18x501qzbv11,career:1d72420dc25d9b2e,Briley Knight,L,R,UTL,70,190,,"Corvallis, OR",Active,37,billingsmustangs
2025,qn1mrngqbuq9uwpi,qn1mrngqbuq9uwpi,career:754ba2a260cf4982,Tyler Shelnut,R,R,UTL,73,195,,"Lake City, FL",Active,39,billingsmustangs
2025,1p00w2kmdsphhncy,1p00w2kmdsphhncy,career:24b69fc4f705b09a,C.J. Colyer,R,R,UTL,74,225,,"Gilroy, CA",Active,45,billingsmustangs
2025,bzgt5e2myj16pqlq,bzgt5e2myj16pqlq,career:b2045b451f4a217c,Efrain Manzo,R,R,INF,74,195,,"Chandler , AZ",Active,47,billingsmustangs
2025,4g5wdbii4ovi9bib,4g5wdbii4ovi9bib,career:9c19004252bb7c45,Patrick Mills,L,L,OF,76,205,,"Kokomo, IN",Active,49,billingsmustangs
2025,6z3bjyuh9lcu2s3d,6z3bjyuh9lcu2s3d,career:52cdd56ab84cb916,Casey Sorg,S,R,OF,76,225,,"Floyds Knobs, IN",Active,51,billingsmustangs
2025,t4bt41lqoyr2qs4r,t4bt41lqoyr2qs4r,career:0a9366418e136d78,Ismael Michel Sanchez,R,R,RHP,75,175,,"Santo Domingo, DR",Injured,52,billingsmustangs
2025,tc4nbc2sm9f4o972,tc4nbc2sm9f4o972,career:b054f42c5a7e8fce,Julian Garcia,R,R,RHP,76,205,,"Houston, TX",Active,53,billingsmustangs
2025,9khom6c9mz1yjor5,9khom6c9mz1yjor5,career:5b1da0d08cbfcfb5,Garrett Ouellette,L,R,RHP,73,225,,"Corona , CA",Active,54,billingsmustangs
2025,psn982e9d3ww65cd,psn982e9d3ww65cd,career:9615a49a15593d95,Ryan Sleeper,L,L,LHP,76,220,2001-08-30,"Lakeville, MN",Inactive,55,billingsmustangs
2025,yng72rmgjssm1v4p,yng72rmgjssm1v4p,career:734986e42587ae6a,Charlie Muniz,R,R,C,74,230,,"Naranjito, Puerto Rico",Active,59,billingsmustangs
2025,5wcxnc15m57z6p6w,5wcxnc15m57z6p6w,career:d6f66fd4f5280e69,Zane Denton,S,R,INF,72,215,2001-02-20,"Brentwood, TN",Inactive,61,billingsmustangs
2025,knk5ktuvlgaet44i,knk5ktuvlgaet44i,career:6e5f396d0704a3b5,Jaden Harris,R,R,RHP,74,210,,"Millville, UT",Active,64,billingsmustangs
2025,m3veg7fjdvn4u3x5,m3veg7fjdvn4u3x5,career:26367f2bceada476,Bodee Wright,R,R,INF,69,170,2003-08-18,"Morgan, UT",Inactive,64,billingsmustangs
2025,1sip96ol9kszr46u,1sip96ol9kszr46u,career:e7004527e34ed3c0,Hollis Fanning,R,R,RHP,80,225,2002-02-07,"Graham , NC",Inactive,65,billingsmustangs
2025,qoq6toxptqmnasav,qoq6toxptqmnasav,career:e0aa0d9e3965bc54,Devyn Lopez,R,R,RHP,68,185,2000-05-10,"San Bernardino, CA",Inactive,66,billingsmustangs
2025,j4jk4bpf4u6uygnz,j4jk4bpf4u6uygnz,career:603934653f55b59b,Greg Blackman,R,R,RHP,70,195,1999-12-11,"La Grange, OR",Inactive,72,billingsmustangs
2025,u29il71zgkmgm69i,u29il71zgkmgm69i,career:28e4093c17f82233,Ben Smith,L,L,LHP,71,175,2001-08-08,"Buzzards Bay, MA",Inactive,73,billingsmustangs
2025,n9872nmjxa5yrvdo,n9872nmjxa5yrvdo,career:05972b8846de6034,Cole Chimenti,R,R,RHP,72,195,2000-07-02,"San Clemente, CA",Injured,74,billingsmustangs
2025,e4b12nowzj946bcf,e4b12nowzj946bcf,career:0d790e5b44b54b24,Dylan Leach,S,R,C,71,215,2002-09-13,"Carthage, TX",Inactive,74,billingsmustangs
2025,yi1mm8kceor4dmyz,yi1mm8kceor4dmyz,career:67c8a5ee7f81bbec,Thomas Wilhite,R,R,RHP,76,215,2001-01-25,"West Monroe, LA",Inactive,77,billingsmustangs
2025,092aso9mvoy5t12a,092aso9mvoy5t12a,career:af8a8cfa5837937d,Chris Hardin,R,R,RHP,74,200,2000-04-07,"Highland, CA",Inactive,78,billingsmustangs
2025,k8rgvi91gr5enp4r,k8rgvi91gr5enp4r,career:070be836841e3881,Ethan Ross,L,L,LHP,74,190,2000-11-16,"Imperial, CA",Inactive,79,billingsmustangs
2025,96vl861y2flwiw10,96vl861y2flwiw10,career:d2a3bacd1a6a9597,Ronnie Allen Jr.,S,R,C,75,230,1998-10-06,"Cincinnati, OH",Inactive,83,billingsmustangs
2025,hfpqqdhh9jy0b741,hfpqqdhh9jy0b741,career:a888a316f0ad1324,Justin Williams,R,R,OF,74,195,2001-04-02,"Madison, MS",Inactive,87,billingsmustangs
2025,t5fuu27y54wywnhl,t5fuu27y54wywnhl,career:75ba0206644208bb,Davis Benton,R,R,RHP,73,190,2000-07-16,"Fort Worth, TX",Inactive,88,billingsmustangs
